0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0
1.55841	-0.13841	3.11371	-0.276543	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	3	16.3078	0
1.55385	-0.0857395	2.43879	-0.112175	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	4	16.3078	1832.42
3.89099	-0.134208	2.2356	0.014742	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	5	0.0957772	1832.42
4.02452	-0.118424	2.44113	0.0331119	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	6	0.0957772	571.236
6.86325	0.416489	3.23557	1.02757	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	7	2.7052	571.236
6.58277	0.392873	2.46752	0.795362	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	8	2.7052	1197.25
9.07731	0.593597	2.52032	-0.378283	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	9	2.30584	1197.25
9.03294	0.592456	2.52741	-0.398504	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	10	2.30584	196.85
11.5755	1.66595	2.56071	2.49376	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	11	13.9755	196.85
11.4609	1.64139	2.23922	2.26392	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	12	13.9755	217.011
13.5922	2.31293	2.0134	-0.858035	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	13	16.3601	217.011
13.7167	2.32229	2.58746	-0.768707	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	14	16.3601	808.011
16.6454	2.90214	3.27928	1.86714	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	15	12.3998	808.011
16.3886	2.85148	2.55667	1.67741	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	16	12.3998	1034.45
19.0105	3.70607	2.67927	0.0767714	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	17	4.30258	1034.45
19.1083	3.72749	2.64713	-0.0378597	19.363	3.87122	18.923	3.74161	2.61382	0.95648	18	4.30258	1180.2
21.3315	4.7314	1.81275	1.97893	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	19	7.95183	1180.2
21.5225	4.77743	2.31806	2.22403	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	20	7.95183	579.73
24.0786	5.57057	2.77267	-0.543838	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	21	13.1306	579.73
24.3383	5.63142	3.27009	-0.429403	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	22	13.1306	1520.84
26.6059	6.95994	1.2969	2.95199	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	23	25.5756	1520.84
26.7362	7.01041	1.91412	3.74004	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	24	25.5756	1902.46
29.5858	8.08953	3.73062	-1.38061	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	25	49.2544	1902.46
29.5248	8.07527	3.53389	-1.43975	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	26	49.2544	70.9434
31.9423	9.87818	1.37116	4.78878	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	27	72.5199	70.9434
31.8701	9.86232	1.31273	5.01441	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	28	72.5199	492.062
34.6148	10.7014	4.07083	-3.00491	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	29	119.96	492.062
