0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0
1.55944	-0.138501	1.55794	-0.138368	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339	3	0.00244851	0
1.76641	-0.0448876	2.3065	-0.0929633	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339	4	0.00244851	172.623
3.89283	-0.13433	1.94863	-0.0740839	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323	5	0.866111	172.623
4.137	-0.0718827	2.41918	-0.059064	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323	6	0.866111	248.321
6.86037	0.413803	3.01995	0.762938	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847	7	6.54402	248.321
6.53494	0.401776	2.38862	0.8168	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847	8	6.54402	352.962
9.07587	0.597634	2.67431	-0.208778	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526	9	7.47694	352.962
8.97683	0.603082	2.53538	-0.238222	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526	10	7.47694	77.1344
11.5746	1.65729	2.68364	1.93151	11.5756	1.6669	11.3468	1.427	2.49328	0.600781	11	31.4389	77.1344
11.4191	1.62071	2.3143	1.63769	11.4447	1.42958	11.3468	1.427	2.49328	0.600781	12	31.4389	89.8052
13.594	2.3193	1.99215	0.0221455	13.5921	2.31191	13.827	2.07905	2.5429	0.724947	13	18.1495	89.8052
13.7177	2.32738	2.49513	0.051082	13.6572	1.99915	13.827	2.07905	2.5429	0.724947	14	18.1495	400.685
16.6408	2.89878	3.37029	0.958077	16.6456	2.903	16.3554	2.85243	2.58284	0.844365	15	10.6894	400.685
16.3196	2.84113	2.65167	0.810926	16.282	2.84648	16.3554	2.85243	2.58284	0.844365	16	10.6894	306.756
19.0101	3.70513	2.73166	0.903088	19.0106	3.70555	18.923	3.74161	2.61382	0.95648	17	0.100059	306.756
19.1159	3.72001	2.5564	0.605056	19.363	3.87122	18.923	3.74161	2.61382	0.95648	18	0.100059	1465.27
21.3346	4.72916	1.91079	1.27173	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891	19	5.76985	1465.27
21.5964	4.79021	2.51158	1.47736	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891	20	5.76985	217.07
24.0795	5.57502	2.40886	0.296943	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953	21	9.37331	217.07
24.4641	5.66675	3.0849	0.453156	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	22	9.37331	661.041
26.6145	6.95525	1.29296	1.81035	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	23	33.8676	661.041
26.8171	7.03943	2.16811	2.76606	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	24	33.8676	2526.56
29.5815	8.10063	3.21163	-0.0996439	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	25	62.0807	2526.56
29.5368	8.08853	3.13872	-0.119085	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	26	62.0807	11.194
31.9477	9.86608	1.85107	3.05966	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	27	78.471	11.194
31.8494	9.85119	1.80398	3.38404	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	28	78.471	479.864
34.608	10.7177	3.45449	-0.854283	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	29	138.116	479.864
34.8223	10.8064	3.438	-0.615241	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	30	138.116	1526.63
